MPG,Cylinders,Displacement,Horsepower,Weight,Acceleration,Model Year,USA,Europe,Japan
-0.6977467192333159,1.4820530265289593,1.0759145865834074,0.6632850838855407,0.6197483279305313,-1.2836175968153227,-1.62324090390216,1.0,0.0,0.0
-1.0821153447806173,1.4820530265289593,1.486831585109502,1.5725847792202352,0.8422576643639456,-1.464851604145538,-1.62324090390216,1.0,0.0,0.0
-0.6977467192333159,1.4820530265289593,1.1810328885319432,1.1828849097910805,0.5396920587375569,-1.646085611475753,-1.62324090390216,1.0,0.0,0.0
-0.9539924695981835,1.4820530265289593,1.0472459587792613,1.1828849097910805,0.536160164508455,-1.2836175968153227,-1.62324090390216,1.0,0.0,0.0
-0.8258695944157497,1.4820530265289593,1.028133540243164,0.9230849968383106,0.5549969337303313,-1.827319618805968,-1.62324090390216,1.0,0.0,0.0
-1.0821153447806173,1.4820530265289593,2.24177211728535,2.4299244919643757,1.6051468178499373,-2.008553626136183,-1.62324090390216,1.0,0.0,0.0
-1.210238219963051,1.4820530265289593,2.4806773489865677,3.0014843004604694,1.620451692842712,-2.371021640796613,-1.62324090390216,1.0,0.0,0.0
-1.210238219963051,1.4820530265289593,2.346890419233886,2.8715843439840842,1.5710051736352866,-2.552255648126828,-1.62324090390216,1.0,0.0,0.0
-1.210238219963051,1.4820530265289593,2.4902335582546167,3.131384256936854,1.7040398562647883,-2.008553626136183,-1.62324090390216,1.0,0.0,0.0
-1.0821153447806173,1.4820530265289593,1.8690799558314504,2.2220845616021596,1.0270934623536072,-2.552255648126828,-1.62324090390216,1.0,0.0,0.0
-1.0821153447806173,1.4820530265289593,1.8021864909551095,1.7024847356966202,0.6892089144362002,-2.008553626136183,-1.62324090390216,1.0,0.0,0.0
-1.210238219963051,1.4820530265289593,1.391269492429015,1.4426848227438502,0.7433646259490948,-2.733489655457043,-1.62324090390216,1.0,0.0,0.0
-1.0821153447806173,1.4820530265289593,1.9646420485119376,1.1828849097910805,0.92231393355692,-2.189787633466398,-1.62324090390216,1.0,0.0,0.0
-1.210238219963051,1.4820530265289593,2.4902335582546167,3.131384256936854,0.12763773200901188,-2.008553626136183,-1.62324090390216,1.0,0.0,0.0
0.07099053186128701,-0.8629107934482438,-0.7779900114180421,-0.24601461144915365,-0.7129530945172198,-0.1962135528340327,-1.62324090390216,0.0,0.0,1.0
-0.18525521850358062,0.30957111654035774,0.034287776366098185,-0.24601461144915365,-0.17021868131190776,-0.014979545503817656,-1.62324090390216,1.0,0.0,0.0
-0.6977467192333159,0.30957111654035774,0.0438439856341469,-0.1940546288585997,-0.23967926781757676,-0.014979545503817656,-1.62324090390216,1.0,0.0,0.0
-0.31337809368601444,0.30957111654035774,0.0534001949021956,-0.5058145244019235,-0.4598340080982565,0.16625446182639736,-1.62324090390216,1.0,0.0,0.0
0.45535915740858846,-0.8629107934482438,-0.9308893597068215,-0.4278745505160926,-0.9978592289980995,-0.3774475601642477,-1.62324090390216,0.0,0.0,1.0
0.32723628222615464,-0.8629107934482438,-0.9308893597068215,-1.5190341849177258,-1.3451621615264446,1.7973605277983327,-1.62324090390216,0.0,1.0,0.0
0.19911340704372082,-0.8629107934482438,-0.8066586392221883,-0.4538545418113695,-0.3597636716070384,0.7099564838170425,-1.62324090390216,0.0,1.0,0.0
0.07099053186128701,-0.8629107934482438,-0.8353272670263344,-0.37591456792553857,-0.6446698060879181,-0.3774475601642477,-1.62324090390216,0.0,1.0,0.0
